statistic_yyy,according,district_code,site_id,sex,single_multiple_birth,birth_count
112,按登記日期分,66000180,臺中市大雅區,女,單胎,301
112,按登記日期分,66000180,臺中市大雅區,女,雙胞胎,11
112,按登記日期分,66000180,臺中市大雅區,女,3胞胎,0
112,按登記日期分,66000180,臺中市大雅區,女,4胞胎,0
112,按登記日期分,66000180,臺中市大雅區,女,5胞胎以上,0
112,按登記日期分,66000190,臺中市新社區,男,單胎,50
112,按登記日期分,66000190,臺中市新社區,男,雙胞胎,2
112,按登記日期分,66000190,臺中市新社區,男,3胞胎,0
112,按登記日期分,66000190,臺中市新社區,男,4胞胎,0
112,按登記日期分,66000190,臺中市新社區,男,5胞胎以上,0
112,按登記日期分,66000190,臺中市新社區,女,單胎,38
112,按登記日期分,66000190,臺中市新社區,女,雙胞胎,0
112,按登記日期分,66000190,臺中市新社區,女,3胞胎,0
112,按登記日期分,66000190,臺中市新社區,女,4胞胎,0
112,按登記日期分,66000190,臺中市新社區,女,5胞胎以上,0
112,按登記日期分,66000200,臺中市石岡區,男,單胎,52
112,按登記日期分,66000200,臺中市石岡區,男,雙胞胎,2
112,按登記日期分,66000200,臺中市石岡區,男,3胞胎,0
112,按登記日期分,66000200,臺中市石岡區,男,4胞胎,0
112,按登記日期分,66000200,臺中市石岡區,男,5胞胎以上,0
112,按登記日期分,66000200,臺中市石岡區,女,單胎,26
112,按登記日期分,66000200,臺中市石岡區,女,雙胞胎,0
112,按登記日期分,66000200,臺中市石岡區,女,3胞胎,0
112,按登記日期分,66000200,臺中市石岡區,女,4胞胎,0
112,按登記日期分,66000200,臺中市石岡區,女,5胞胎以上,0
112,按登記日期分,66000210,臺中市外埔區,男,單胎,106
112,按登記日期分,66000210,臺中市外埔區,男,雙胞胎,5
112,按登記日期分,66000210,臺中市外埔區,男,3胞胎,0
112,按登記日期分,66000210,臺中市外埔區,男,4胞胎,0
112,按登記日期分,66000210,臺中市外埔區,男,5胞胎以上,0
112,按登記日期分,66000210,臺中市外埔區,女,單胎,86
112,按登記日期分,66000210,臺中市外埔區,女,雙胞胎,7
112,按登記日期分,66000210,臺中市外埔區,女,3胞胎,0
112,按登記日期分,66000210,臺中市外埔區,女,4胞胎,0
112,按登記日期分,66000210,臺中市外埔區,女,5胞胎以上,0
112,按登記日期分,66000220,臺中市大安區,男,單胎,52
112,按登記日期分,66000220,臺中市大安區,男,雙胞胎,2
112,按登記日期分,66000220,臺中市大安區,男,3胞胎,2
112,按登記日期分,66000220,臺中市大安區,男,4胞胎,0
112,按登記日期分,66000220,臺中市大安區,男,5胞胎以上,0
112,按登記日期分,66000220,臺中市大安區,女,單胎,46
112,按登記日期分,66000220,臺中市大安區,女,雙胞胎,2
112,按登記日期分,66000220,臺中市大安區,女,3胞胎,1
112,按登記日期分,66000220,臺中市大安區,女,4胞胎,0
112,按登記日期分,66000220,臺中市大安區,女,5胞胎以上,0
112,按登記日期分,66000230,臺中市烏日區,男,單胎,276
112,按登記日期分,66000230,臺中市烏日區,男,雙胞胎,8
112,按登記日期分,66000230,臺中市烏日區,男,3胞胎,0
112,按登記日期分,66000230,臺中市烏日區,男,4胞胎,0
112,按登記日期分,66000230,臺中市烏日區,男,5胞胎以上,0
112,按登記日期分,66000230,臺中市烏日區,女,單胎,257
112,按登記日期分,66000230,臺中市烏日區,女,雙胞胎,8
112,按登記日期分,66000230,臺中市烏日區,女,3胞胎,0
112,按登記日期分,66000230,臺中市烏日區,女,4胞胎,0
112,按登記日期分,66000230,臺中市烏日區,女,5胞胎以上,0
112,按登記日期分,66000240,臺中市大肚區,男,單胎,194
112,按登記日期分,66000240,臺中市大肚區,男,雙胞胎,10
112,按登記日期分,66000240,臺中市大肚區,男,3胞胎,0
112,按登記日期分,66000240,臺中市大肚區,男,4胞胎,0
112,按登記日期分,66000240,臺中市大肚區,男,5胞胎以上,0
112,按登記日期分,66000240,臺中市大肚區,女,單胎,127
112,按登記日期分,66000240,臺中市大肚區,女,雙胞胎,6
112,按登記日期分,66000240,臺中市大肚區,女,3胞胎,0
112,按登記日期分,66000240,臺中市大肚區,女,4胞胎,0
112,按登記日期分,66000240,臺中市大肚區,女,5胞胎以上,0
112,按登記日期分,66000250,臺中市龍井區,男,單胎,257
112,按登記日期分,66000250,臺中市龍井區,男,雙胞胎,11
112,按登記日期分,66000250,臺中市龍井區,男,3胞胎,0
112,按登記日期分,66000250,臺中市龍井區,男,4胞胎,0
112,按登記日期分,66000250,臺中市龍井區,男,5胞胎以上,0
112,按登記日期分,66000250,臺中市龍井區,女,單胎,222
112,按登記日期分,66000250,臺中市龍井區,女,雙胞胎,16
112,按登記日期分,66000250,臺中市龍井區,女,3胞胎,0
112,按登記日期分,66000250,臺中市龍井區,女,4胞胎,0
112,按登記日期分,66000250,臺中市龍井區,女,5胞胎以上,0
112,按登記日期分,66000260,臺中市霧峰區,男,單胎,200
112,按登記日期分,66000260,臺中市霧峰區,男,雙胞胎,6
112,按登記日期分,66000260,臺中市霧峰區,男,3胞胎,0
112,按登記日期分,66000260,臺中市霧峰區,男,4胞胎,0
112,按登記日期分,66000260,臺中市霧峰區,男,5胞胎以上,0
112,按登記日期分,66000260,臺中市霧峰區,女,單胎,166
112,按登記日期分,66000260,臺中市霧峰區,女,雙胞胎,6
112,按登記日期分,66000260,臺中市霧峰區,女,3胞胎,0
112,按登記日期分,66000260,臺中市霧峰區,女,4胞胎,0
112,按登記日期分,66000260,臺中市霧峰區,女,5胞胎以上,0
112,按登記日期分,66000270,臺中市太平區,男,單胎,665
112,按登記日期分,66000270,臺中市太平區,男,雙胞胎,21
112,按登記日期分,66000270,臺中市太平區,男,3胞胎,0
112,按登記日期分,66000270,臺中市太平區,男,4胞胎,0
112,按登記日期分,66000270,臺中市太平區,男,5胞胎以上,0
112,按登記日期分,66000270,臺中市太平區,女,單胎,537
112,按登記日期分,66000270,臺中市太平區,女,雙胞胎,15
112,按登記日期分,66000270,臺中市太平區,女,3胞胎,0
112,按登記日期分,66000270,臺中市太平區,女,4胞胎,0
112,按登記日期分,66000270,臺中市太平區,女,5胞胎以上,0
112,按登記日期分,66000280,臺中市大里區,男,單胎,605
112,按登記日期分,66000280,臺中市大里區,男,雙胞胎,23
112,按登記日期分,66000280,臺中市大里區,男,3胞胎,0
112,按登記日期分,66000280,臺中市大里區,男,4胞胎,0
112,按登記日期分,66000280,臺中市大里區,男,5胞胎以上,0
112,按登記日期分,66000280,臺中市大里區,女,單胎,624
112,按登記日期分,66000280,臺中市大里區,女,雙胞胎,23
112,按登記日期分,66000280,臺中市大里區,女,3胞胎,0
112,按登記日期分,66000280,臺中市大里區,女,4胞胎,0
112,按登記日期分,66000280,臺中市大里區,女,5胞胎以上,0
112,按登記日期分,66000290,臺中市和平區,男,單胎,42
112,按登記日期分,66000290,臺中市和平區,男,雙胞胎,0
112,按登記日期分,66000290,臺中市和平區,男,3胞胎,0
112,按登記日期分,66000290,臺中市和平區,男,4胞胎,0
112,按登記日期分,66000290,臺中市和平區,男,5胞胎以上,0
112,按登記日期分,66000290,臺中市和平區,女,單胎,38
112,按登記日期分,66000290,臺中市和平區,女,雙胞胎,0
112,按登記日期分,66000290,臺中市和平區,女,3胞胎,0
112,按登記日期分,66000290,臺中市和平區,女,4胞胎,0
112,按登記日期分,66000290,臺中市和平區,女,5胞胎以上,0
112,按登記日期分,67000010,臺南市新營區,男,單胎,162
112,按登記日期分,67000010,臺南市新營區,男,雙胞胎,5
112,按登記日期分,67000010,臺南市新營區,男,3胞胎,0
112,按登記日期分,67000010,臺南市新營區,男,4胞胎,0
112,按登記日期分,67000010,臺南市新營區,男,5胞胎以上,0
112,按登記日期分,67000010,臺南市新營區,女,單胎,136
112,按登記日期分,67000010,臺南市新營區,女,雙胞胎,9
112,按登記日期分,67000010,臺南市新營區,女,3胞胎,0
112,按登記日期分,67000010,臺南市新營區,女,4胞胎,0
112,按登記日期分,67000010,臺南市新營區,女,5胞胎以上,0
112,按登記日期分,67000020,臺南市鹽水區,男,單胎,50
112,按登記日期分,67000020,臺南市鹽水區,男,雙胞胎,1
112,按登記日期分,67000020,臺南市鹽水區,男,3胞胎,0
112,按登記日期分,67000020,臺南市鹽水區,男,4胞胎,0
112,按登記日期分,67000020,臺南市鹽水區,男,5胞胎以上,0
112,按登記日期分,67000020,臺南市鹽水區,女,單胎,46
112,按登記日期分,67000020,臺南市鹽水區,女,雙胞胎,5
112,按登記日期分,67000020,臺南市鹽水區,女,3胞胎,0
112,按登記日期分,67000020,臺南市鹽水區,女,4胞胎,0
112,按登記日期分,67000020,臺南市鹽水區,女,5胞胎以上,0
112,按登記日期分,67000030,臺南市白河區,男,單胎,50
112,按登記日期分,67000030,臺南市白河區,男,雙胞胎,0
112,按登記日期分,67000030,臺南市白河區,男,3胞胎,0
112,按登記日期分,67000030,臺南市白河區,男,4胞胎,0
112,按登記日期分,67000030,臺南市白河區,男,5胞胎以上,0
112,按登記日期分,67000030,臺南市白河區,女,單胎,44
112,按登記日期分,67000030,臺南市白河區,女,雙胞胎,0
112,按登記日期分,67000030,臺南市白河區,女,3胞胎,0
112,按登記日期分,67000030,臺南市白河區,女,4胞胎,0
112,按登記日期分,67000030,臺南市白河區,女,5胞胎以上,0
112,按登記日期分,67000040,臺南市柳營區,男,單胎,48
112,按登記日期分,67000040,臺南市柳營區,男,雙胞胎,0
112,按登記日期分,67000040,臺南市柳營區,男,3胞胎,0
112,按登記日期分,67000040,臺南市柳營區,男,4胞胎,0
112,按登記日期分,67000040,臺南市柳營區,男,5胞胎以上,0
112,按登記日期分,67000040,臺南市柳營區,女,單胎,49
112,按登記日期分,67000040,臺南市柳營區,女,雙胞胎,2
112,按登記日期分,67000040,臺南市柳營區,女,3胞胎,0
112,按登記日期分,67000040,臺南市柳營區,女,4胞胎,0
112,按登記日期分,67000040,臺南市柳營區,女,5胞胎以上,0
112,按登記日期分,67000050,臺南市後壁區,男,單胎,40
112,按登記日期分,67000050,臺南市後壁區,男,雙胞胎,0
112,按登記日期分,67000050,臺南市後壁區,男,3胞胎,0
112,按登記日期分,67000050,臺南市後壁區,男,4胞胎,0
112,按登記日期分,67000050,臺南市後壁區,男,5胞胎以上,0
112,按登記日期分,67000050,臺南市後壁區,女,單胎,34
112,按登記日期分,67000050,臺南市後壁區,女,雙胞胎,0
112,按登記日期分,67000050,臺南市後壁區,女,3胞胎,0
112,按登記日期分,67000050,臺南市後壁區,女,4胞胎,0
112,按登記日期分,67000050,臺南市後壁區,女,5胞胎以上,0
112,按登記日期分,67000060,臺南市東山區,男,單胎,39
112,按登記日期分,67000060,臺南市東山區,男,雙胞胎,0
112,按登記日期分,67000060,臺南市東山區,男,3胞胎,0
112,按登記日期分,67000060,臺南市東山區,男,4胞胎,0
112,按登記日期分,67000060,臺南市東山區,男,5胞胎以上,0
112,按登記日期分,67000060,臺南市東山區,女,單胎,35
112,按登記日期分,67000060,臺南市東山區,女,雙胞胎,0
112,按登記日期分,67000060,臺南市東山區,女,3胞胎,0
112,按登記日期分,67000060,臺南市東山區,女,4胞胎,0
112,按登記日期分,67000060,臺南市東山區,女,5胞胎以上,0
112,按登記日期分,67000070,臺南市麻豆區,男,單胎,108
112,按登記日期分,67000070,臺南市麻豆區,男,雙胞胎,2
112,按登記日期分,67000070,臺南市麻豆區,男,3胞胎,0
112,按登記日期分,67000070,臺南市麻豆區,男,4胞胎,0
112,按登記日期分,67000070,臺南市麻豆區,男,5胞胎以上,0
112,按登記日期分,67000070,臺南市麻豆區,女,單胎,95
112,按登記日期分,67000070,臺南市麻豆區,女,雙胞胎,0
112,按登記日期分,67000070,臺南市麻豆區,女,3胞胎,0
112,按登記日期分,67000070,臺南市麻豆區,女,4胞胎,0
112,按登記日期分,67000070,臺南市麻豆區,女,5胞胎以上,0
112,按登記日期分,67000080,臺南市下營區,男,單胎,63
112,按登記日期分,67000080,臺南市下營區,男,雙胞胎,0
112,按登記日期分,67000080,臺南市下營區,男,3胞胎,0
112,按登記日期分,67000080,臺南市下營區,男,4胞胎,0
112,按登記日期分,67000080,臺南市下營區,男,5胞胎以上,0
112,按登記日期分,67000080,臺南市下營區,女,單胎,51
112,按登記日期分,67000080,臺南市下營區,女,雙胞胎,0
112,按登記日期分,67000080,臺南市下營區,女,3胞胎,0
112,按登記日期分,67000080,臺南市下營區,女,4胞胎,0
112,按登記日期分,67000080,臺南市下營區,女,5胞胎以上,0
112,按登記日期分,67000090,臺南市六甲區,男,單胎,46
112,按登記日期分,67000090,臺南市六甲區,男,雙胞胎,0
112,按登記日期分,67000090,臺南市六甲區,男,3胞胎,0
112,按登記日期分,67000090,臺南市六甲區,男,4胞胎,0
112,按登記日期分,67000090,臺南市六甲區,男,5胞胎以上,0
112,按登記日期分,67000090,臺南市六甲區,女,單胎,41
112,按登記日期分,67000090,臺南市六甲區,女,雙胞胎,0
112,按登記日期分,67000090,臺南市六甲區,女,3胞胎,0
112,按登記日期分,67000090,臺南市六甲區,女,4胞胎,0
112,按登記日期分,67000090,臺南市六甲區,女,5胞胎以上,0
112,按登記日期分,67000100,臺南市官田區,男,單胎,54
112,按登記日期分,67000100,臺南市官田區,男,雙胞胎,0
112,按登記日期分,67000100,臺南市官田區,男,3胞胎,0
112,按登記日期分,67000100,臺南市官田區,男,4胞胎,0
112,按登記日期分,67000100,臺南市官田區,男,5胞胎以上,0
112,按登記日期分,67000100,臺南市官田區,女,單胎,50
112,按登記日期分,67000100,臺南市官田區,女,雙胞胎,0
112,按登記日期分,67000100,臺南市官田區,女,3胞胎,0
112,按登記日期分,67000100,臺南市官田區,女,4胞胎,0
112,按登記日期分,67000100,臺南市官田區,女,5胞胎以上,0
112,按登記日期分,67000110,臺南市大內區,男,單胎,16
112,按登記日期分,67000110,臺南市大內區,男,雙胞胎,0
112,按登記日期分,67000110,臺南市大內區,男,3胞胎,0
112,按登記日期分,67000110,臺南市大內區,男,4胞胎,0
112,按登記日期分,67000110,臺南市大內區,男,5胞胎以上,0
112,按登記日期分,67000110,臺南市大內區,女,單胎,23
112,按登記日期分,67000110,臺南市大內區,女,雙胞胎,0
112,按登記日期分,67000110,臺南市大內區,女,3胞胎,0
112,按登記日期分,67000110,臺南市大內區,女,4胞胎,0
112,按登記日期分,67000110,臺南市大內區,女,5胞胎以上,0
112,按登記日期分,67000120,臺南市佳里區,男,單胎,136
112,按登記日期分,67000120,臺南市佳里區,男,雙胞胎,3
112,按登記日期分,67000120,臺南市佳里區,男,3胞胎,0
112,按登記日期分,67000120,臺南市佳里區,男,4胞胎,0
112,按登記日期分,67000120,臺南市佳里區,男,5胞胎以上,0
112,按登記日期分,67000120,臺南市佳里區,女,單胎,118
112,按登記日期分,67000120,臺南市佳里區,女,雙胞胎,10
112,按登記日期分,67000120,臺南市佳里區,女,3胞胎,0
112,按登記日期分,67000120,臺南市佳里區,女,4胞胎,0
112,按登記日期分,67000120,臺南市佳里區,女,5胞胎以上,0
112,按登記日期分,67000130,臺南市學甲區,男,單胎,62
112,按登記日期分,67000130,臺南市學甲區,男,雙胞胎,4
112,按登記日期分,67000130,臺南市學甲區,男,3胞胎,0
112,按登記日期分,67000130,臺南市學甲區,男,4胞胎,0
112,按登記日期分,67000130,臺南市學甲區,男,5胞胎以上,0
112,按登記日期分,67000130,臺南市學甲區,女,單胎,49
112,按登記日期分,67000130,臺南市學甲區,女,雙胞胎,1
112,按登記日期分,67000130,臺南市學甲區,女,3胞胎,0
112,按登記日期分,67000130,臺南市學甲區,女,4胞胎,0
112,按登記日期分,67000130,臺南市學甲區,女,5胞胎以上,0
112,按登記日期分,67000140,臺南市西港區,男,單胎,86
112,按登記日期分,67000140,臺南市西港區,男,雙胞胎,0
112,按登記日期分,67000140,臺南市西港區,男,3胞胎,0
112,按登記日期分,67000140,臺南市西港區,男,4胞胎,0
112,按登記日期分,67000140,臺南市西港區,男,5胞胎以上,0
112,按登記日期分,67000140,臺南市西港區,女,單胎,69
112,按登記日期分,67000140,臺南市西港區,女,雙胞胎,2
112,按登記日期分,67000140,臺南市西港區,女,3胞胎,0
112,按登記日期分,67000140,臺南市西港區,女,4胞胎,0
112,按登記日期分,67000140,臺南市西港區,女,5胞胎以上,0
112,按登記日期分,67000150,臺南市七股區,男,單胎,50
112,按登記日期分,67000150,臺南市七股區,男,雙胞胎,0
112,按登記日期分,67000150,臺南市七股區,男,3胞胎,0
112,按登記日期分,67000150,臺南市七股區,男,4胞胎,0
112,按登記日期分,67000150,臺南市七股區,男,5胞胎以上,0
112,按登記日期分,67000150,臺南市七股區,女,單胎,49
112,按登記日期分,67000150,臺南市七股區,女,雙胞胎,0
112,按登記日期分,67000150,臺南市七股區,女,3胞胎,0
112,按登記日期分,67000150,臺南市七股區,女,4胞胎,0
112,按登記日期分,67000150,臺南市七股區,女,5胞胎以上,0
112,按登記日期分,67000160,臺南市將軍區,男,單胎,30
112,按登記日期分,67000160,臺南市將軍區,男,雙胞胎,3
112,按登記日期分,67000160,臺南市將軍區,男,3胞胎,0
112,按登記日期分,67000160,臺南市將軍區,男,4胞胎,0
112,按登記日期分,67000160,臺南市將軍區,男,5胞胎以上,0
112,按登記日期分,67000160,臺南市將軍區,女,單胎,24
112,按登記日期分,67000160,臺南市將軍區,女,雙胞胎,1
112,按登記日期分,67000160,臺南市將軍區,女,3胞胎,0
112,按登記日期分,67000160,臺南市將軍區,女,4胞胎,0
112,按登記日期分,67000160,臺南市將軍區,女,5胞胎以上,0
112,按登記日期分,67000170,臺南市北門區,男,單胎,18
112,按登記日期分,67000170,臺南市北門區,男,雙胞胎,0
112,按登記日期分,67000170,臺南市北門區,男,3胞胎,0
112,按登記日期分,67000170,臺南市北門區,男,4胞胎,0
112,按登記日期分,67000170,臺南市北門區,男,5胞胎以上,0
112,按登記日期分,67000170,臺南市北門區,女,單胎,17
112,按登記日期分,67000170,臺南市北門區,女,雙胞胎,0
112,按登記日期分,67000170,臺南市北門區,女,3胞胎,0
112,按登記日期分,67000170,臺南市北門區,女,4胞胎,0
112,按登記日期分,67000170,臺南市北門區,女,5胞胎以上,0
112,按登記日期分,67000180,臺南市新化區,男,單胎,107
112,按登記日期分,67000180,臺南市新化區,男,雙胞胎,2
112,按登記日期分,67000180,臺南市新化區,男,3胞胎,0
112,按登記日期分,67000180,臺南市新化區,男,4胞胎,0
112,按登記日期分,67000180,臺南市新化區,男,5胞胎以上,0
112,按登記日期分,67000180,臺南市新化區,女,單胎,109
112,按登記日期分,67000180,臺南市新化區,女,雙胞胎,4
112,按登記日期分,67000180,臺南市新化區,女,3胞胎,0
112,按登記日期分,67000180,臺南市新化區,女,4胞胎,0
112,按登記日期分,67000180,臺南市新化區,女,5胞胎以上,0
112,按登記日期分,67000190,臺南市善化區,男,單胎,189
112,按登記日期分,67000190,臺南市善化區,男,雙胞胎,10
112,按登記日期分,67000190,臺南市善化區,男,3胞胎,2
112,按登記日期分,67000190,臺南市善化區,男,4胞胎,0
112,按登記日期分,67000190,臺南市善化區,男,5胞胎以上,0
112,按登記日期分,67000190,臺南市善化區,女,單胎,186
112,按登記日期分,67000190,臺南市善化區,女,雙胞胎,6
112,按登記日期分,67000190,臺南市善化區,女,3胞胎,1
112,按登記日期分,67000190,臺南市善化區,女,4胞胎,0
112,按登記日期分,67000190,臺南市善化區,女,5胞胎以上,0
112,按登記日期分,67000200,臺南市新市區,男,單胎,114
112,按登記日期分,67000200,臺南市新市區,男,雙胞胎,0
112,按登記日期分,67000200,臺南市新市區,男,3胞胎,0
112,按登記日期分,67000200,臺南市新市區,男,4胞胎,0
112,按登記日期分,67000200,臺南市新市區,男,5胞胎以上,0
112,按登記日期分,67000200,臺南市新市區,女,單胎,103
112,按登記日期分,67000200,臺南市新市區,女,雙胞胎,2
112,按登記日期分,67000200,臺南市新市區,女,3胞胎,0
112,按登記日期分,67000200,臺南市新市區,女,4胞胎,0
112,按登記日期分,67000200,臺南市新市區,女,5胞胎以上,0
112,按登記日期分,67000210,臺南市安定區,男,單胎,86
112,按登記日期分,67000210,臺南市安定區,男,雙胞胎,1
112,按登記日期分,67000210,臺南市安定區,男,3胞胎,0
112,按登記日期分,67000210,臺南市安定區,男,4胞胎,0
112,按登記日期分,67000210,臺南市安定區,男,5胞胎以上,0
112,按登記日期分,67000210,臺南市安定區,女,單胎,83
112,按登記日期分,67000210,臺南市安定區,女,雙胞胎,3
112,按登記日期分,67000210,臺南市安定區,女,3胞胎,0
112,按登記日期分,67000210,臺南市安定區,女,4胞胎,0
112,按登記日期分,67000210,臺南市安定區,女,5胞胎以上,0
112,按登記日期分,67000220,臺南市山上區,男,單胎,23
112,按登記日期分,67000220,臺南市山上區,男,雙胞胎,0
112,按登記日期分,67000220,臺南市山上區,男,3胞胎,0
112,按登記日期分,67000220,臺南市山上區,男,4胞胎,0
112,按登記日期分,67000220,臺南市山上區,男,5胞胎以上,0
112,按登記日期分,67000220,臺南市山上區,女,單胎,18
112,按登記日期分,67000220,臺南市山上區,女,雙胞胎,0
112,按登記日期分,67000220,臺南市山上區,女,3胞胎,0
112,按登記日期分,67000220,臺南市山上區,女,4胞胎,0
112,按登記日期分,67000220,臺南市山上區,女,5胞胎以上,0
112,按登記日期分,67000230,臺南市玉井區,男,單胎,28
112,按登記日期分,67000230,臺南市玉井區,男,雙胞胎,0
112,按登記日期分,67000230,臺南市玉井區,男,3胞胎,0
112,按登記日期分,67000230,臺南市玉井區,男,4胞胎,0
112,按登記日期分,67000230,臺南市玉井區,男,5胞胎以上,0
112,按登記日期分,67000230,臺南市玉井區,女,單胎,28
112,按登記日期分,67000230,臺南市玉井區,女,雙胞胎,0
112,按登記日期分,67000230,臺南市玉井區,女,3胞胎,0
112,按登記日期分,67000230,臺南市玉井區,女,4胞胎,0
112,按登記日期分,67000230,臺南市玉井區,女,5胞胎以上,0
112,按登記日期分,67000240,臺南市楠西區,男,單胎,17
112,按登記日期分,67000240,臺南市楠西區,男,雙胞胎,1
112,按登記日期分,67000240,臺南市楠西區,男,3胞胎,0
112,按登記日期分,67000240,臺南市楠西區,男,4胞胎,0
112,按登記日期分,67000240,臺南市楠西區,男,5胞胎以上,0
112,按登記日期分,67000240,臺南市楠西區,女,單胎,11
112,按登記日期分,67000240,臺南市楠西區,女,雙胞胎,3
112,按登記日期分,67000240,臺南市楠西區,女,3胞胎,0
112,按登記日期分,67000240,臺南市楠西區,女,4胞胎,0
112,按登記日期分,67000240,臺南市楠西區,女,5胞胎以上,0
112,按登記日期分,67000250,臺南市南化區,男,單胎,13
112,按登記日期分,67000250,臺南市南化區,男,雙胞胎,0
112,按登記日期分,67000250,臺南市南化區,男,3胞胎,0
112,按登記日期分,67000250,臺南市南化區,男,4胞胎,0
112,按登記日期分,67000250,臺南市南化區,男,5胞胎以上,0
112,按登記日期分,67000250,臺南市南化區,女,單胎,23
112,按登記日期分,67000250,臺南市南化區,女,雙胞胎,0
112,按登記日期分,67000250,臺南市南化區,女,3胞胎,0
112,按登記日期分,67000250,臺南市南化區,女,4胞胎,0
112,按登記日期分,67000250,臺南市南化區,女,5胞胎以上,0
112,按登記日期分,67000260,臺南市左鎮區,男,單胎,5
112,按登記日期分,67000260,臺南市左鎮區,男,雙胞胎,0
112,按登記日期分,67000260,臺南市左鎮區,男,3胞胎,0
112,按登記日期分,67000260,臺南市左鎮區,男,4胞胎,0
112,按登記日期分,67000260,臺南市左鎮區,男,5胞胎以上,0
112,按登記日期分,67000260,臺南市左鎮區,女,單胎,3
112,按登記日期分,67000260,臺南市左鎮區,女,雙胞胎,0
112,按登記日期分,67000260,臺南市左鎮區,女,3胞胎,0
112,按登記日期分,67000260,臺南市左鎮區,女,4胞胎,0
112,按登記日期分,67000260,臺南市左鎮區,女,5胞胎以上,0
112,按登記日期分,67000270,臺南市仁德區,男,單胎,199
112,按登記日期分,67000270,臺南市仁德區,男,雙胞胎,8
112,按登記日期分,67000270,臺南市仁德區,男,3胞胎,0
112,按登記日期分,67000270,臺南市仁德區,男,4胞胎,0
112,按登記日期分,67000270,臺南市仁德區,男,5胞胎以上,0
112,按登記日期分,67000270,臺南市仁德區,女,單胎,196
112,按登記日期分,67000270,臺南市仁德區,女,雙胞胎,4
112,按登記日期分,67000270,臺南市仁德區,女,3胞胎,0
112,按登記日期分,67000270,臺南市仁德區,女,4胞胎,0
112,按登記日期分,67000270,臺南市仁德區,女,5胞胎以上,0
112,按登記日期分,67000280,臺南市歸仁區,男,單胎,209
112,按登記日期分,67000280,臺南市歸仁區,男,雙胞胎,2
112,按登記日期分,67000280,臺南市歸仁區,男,3胞胎,0
112,按登記日期分,67000280,臺南市歸仁區,男,4胞胎,0
112,按登記日期分,67000280,臺南市歸仁區,男,5胞胎以上,0
112,按登記日期分,67000280,臺南市歸仁區,女,單胎,179
112,按登記日期分,67000280,臺南市歸仁區,女,雙胞胎,4
112,按登記日期分,67000280,臺南市歸仁區,女,3胞胎,0
112,按登記日期分,67000280,臺南市歸仁區,女,4胞胎,0
112,按登記日期分,67000280,臺南市歸仁區,女,5胞胎以上,0
112,按登記日期分,67000290,臺南市關廟區,男,單胎,73
112,按登記日期分,67000290,臺南市關廟區,男,雙胞胎,4
112,按登記日期分,67000290,臺南市關廟區,男,3胞胎,0
112,按登記日期分,67000290,臺南市關廟區,男,4胞胎,0
112,按登記日期分,67000290,臺南市關廟區,男,5胞胎以上,0
112,按登記日期分,67000290,臺南市關廟區,女,單胎,76
112,按登記日期分,67000290,臺南市關廟區,女,雙胞胎,2
112,按登記日期分,67000290,臺南市關廟區,女,3胞胎,0
112,按登記日期分,67000290,臺南市關廟區,女,4胞胎,0
112,按登記日期分,67000290,臺南市關廟區,女,5胞胎以上,0
112,按登記日期分,67000300,臺南市龍崎區,男,單胎,1
112,按登記日期分,67000300,臺南市龍崎區,男,雙胞胎,0
112,按登記日期分,67000300,臺南市龍崎區,男,3胞胎,0
112,按登記日期分,67000300,臺南市龍崎區,男,4胞胎,0
112,按登記日期分,67000300,臺南市龍崎區,男,5胞胎以上,0
112,按登記日期分,67000300,臺南市龍崎區,女,單胎,4
112,按登記日期分,67000300,臺南市龍崎區,女,雙胞胎,0
112,按登記日期分,67000300,臺南市龍崎區,女,3胞胎,0
112,按登記日期分,67000300,臺南市龍崎區,女,4胞胎,0
112,按登記日期分,67000300,臺南市龍崎區,女,5胞胎以上,0
112,按登記日期分,67000310,臺南市永康區,男,單胎,709
112,按登記日期分,67000310,臺南市永康區,男,雙胞胎,32
112,按登記日期分,67000310,臺南市永康區,男,3胞胎,0
112,按登記日期分,67000310,臺南市永康區,男,4胞胎,0
112,按登記日期分,67000310,臺南市永康區,男,5胞胎以上,0
112,按登記日期分,67000310,臺南市永康區,女,單胎,613
112,按登記日期分,67000310,臺南市永康區,女,雙胞胎,22
112,按登記日期分,67000310,臺南市永康區,女,3胞胎,0
112,按登記日期分,67000310,臺南市永康區,女,4胞胎,0
112,按登記日期分,67000310,臺南市永康區,女,5胞胎以上,0
112,按登記日期分,67000320,臺南市東區,男,單胎,354
112,按登記日期分,67000320,臺南市東區,男,雙胞胎,22
112,按登記日期分,67000320,臺南市東區,男,3胞胎,0
112,按登記日期分,67000320,臺南市東區,男,4胞胎,0
112,按登記日期分,67000320,臺南市東區,男,5胞胎以上,0
112,按登記日期分,67000320,臺南市東區,女,單胎,332
112,按登記日期分,67000320,臺南市東區,女,雙胞胎,14
112,按登記日期分,67000320,臺南市東區,女,3胞胎,0
112,按登記日期分,67000320,臺南市東區,女,4胞胎,0
112,按登記日期分,67000320,臺南市東區,女,5胞胎以上,0
112,按登記日期分,67000330,臺南市南區,男,單胎,285
112,按登記日期分,67000330,臺南市南區,男,雙胞胎,6
112,按登記日期分,67000330,臺南市南區,男,3胞胎,0
112,按登記日期分,67000330,臺南市南區,男,4胞胎,0
